epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,5795.26,0.89896,1.36204,0.51183,0.95327,0.85586,0.74578,0.80837,0.49496,0.84027,0.72956,0.7873,0.42673,1.04887,1.83068,0.65146,1.02813,0.000379743,0.000379743,0.000379743
80,5868.05,0.87009,1.27646,0.49039,0.94488,0.85813,0.74254,0.79781,0.48073,0.85092,0.73741,0.79533,0.42988,1.03568,1.84991,0.63912,1.02034,0.000363239,0.000363239,0.000363239
81,5941.77,0.86932,1.32389,0.48592,0.94613,0.88908,0.73167,0.79763,0.48826,0.89274,0.73186,0.79779,0.42357,1.03865,1.85163,0.68007,1.02686,0.000346736,0.000346736,0.000346736
82,6014.76,0.86584,1.25423,0.48996,0.93909,0.88517,0.73129,0.80383,0.48973,0.89467,0.71317,0.7865,0.43075,1.05106,1.89855,0.67048,1.02842,0.000330233,0.000330233,0.000330233
83,6088.31,0.85147,1.27151,0.48025,0.93383,0.86452,0.72662,0.81348,0.49619,0.84197,0.70641,0.77574,0.43071,1.04318,1.85176,0.63456,1.02558,0.000313729,0.000313729,0.000313729
84,6160.91,0.85401,1.22423,0.47779,0.93482,0.8618,0.73932,0.79234,0.48318,0.84479,0.71691,0.77678,0.41371,1.062,1.88467,0.64941,1.04093,0.000297226,0.000297226,0.000297226
85,6234.35,0.8561,1.26415,0.47833,0.93779,0.86927,0.70854,0.79686,0.49657,0.86254,0.69058,0.76819,0.42522,1.03912,1.8311,0.66517,1.02093,0.000280723,0.000280723,0.000280723
86,6306.91,0.83703,1.22764,0.4817,0.93356,0.85949,0.70603,0.79402,0.48409,0.82291,0.70475,0.74941,0.41889,1.03147,1.86002,0.67333,1.02868,0.00026422,0.00026422,0.00026422
87,6380.26,0.8391,1.24533,0.47645,0.92964,0.92255,0.71165,0.81632,0.48675,0.89201,0.68785,0.76419,0.41668,1.03686,1.87183,0.61307,1.02697,0.000247716,0.000247716,0.000247716
88,6452.95,0.84668,1.31237,0.47831,0.93424,0.85921,0.71097,0.806,0.49229,0.84326,0.69777,0.787,0.43034,1.02807,1.86834,0.62608,1.02508,0.000231213,0.000231213,0.000231213
89,6526.82,0.83628,1.25993,0.47238,0.92842,0.88289,0.7242,0.80851,0.49672,0.89647,0.68903,0.78506,0.42842,1.02413,1.84715,0.62247,1.01921,0.00021471,0.00021471,0.00021471
90,6599.53,0.83301,1.24995,0.47377,0.92758,0.88258,0.72271,0.79272,0.48451,0.85981,0.69323,0.75026,0.41687,1.03207,1.87907,0.61557,1.02632,0.000198206,0.000198206,0.000198206
91,6675.74,0.81131,1.23354,0.44282,0.94264,0.8631,0.7359,0.79704,0.48254,0.85216,0.71006,0.76579,0.41197,1.03082,1.871,0.61539,1.02117,0.000181703,0.000181703,0.000181703
92,6748.18,0.8031,1.23628,0.42578,0.93501,0.89293,0.70663,0.80221,0.48713,0.87275,0.68683,0.75315,0.42113,1.04266,1.88226,0.63512,1.02379,0.0001652,0.0001652,0.0001652
93,6821.97,0.80825,1.25434,0.42536,0.94083,0.89434,0.69453,0.79189,0.4837,0.86319,0.64823,0.73767,0.41456,1.03175,1.89034,0.63912,1.02612,0.000148696,0.000148696,0.000148696
94,6894.81,0.78476,1.22877,0.41716,0.93044,0.87122,0.7294,0.82063,0.50107,0.85548,0.69517,0.78011,0.42848,1.03123,1.85923,0.61317,1.02518,0.000132193,0.000132193,0.000132193
95,6968.49,0.78804,1.20468,0.41588,0.93218,0.89791,0.71011,0.80919,0.49865,0.89715,0.6777,0.78321,0.4356,1.03658,1.8617,0.62521,1.02489,0.00011569,0.00011569,0.00011569
96,7041.96,0.77953,1.19693,0.40431,0.9254,0.89473,0.71499,0.80891,0.49079,0.87663,0.66869,0.74643,0.41308,1.03979,1.90804,0.62138,1.03356,9.91865e-05,9.91865e-05,9.91865e-05
97,7115.54,0.78059,1.19054,0.39946,0.92154,0.86681,0.70894,0.80069,0.48747,0.82731,0.67215,0.742,0.41738,1.03515,1.93316,0.63197,1.03094,8.26832e-05,8.26832e-05,8.26832e-05
98,7188.22,0.77393,1.20112,0.40437,0.92421,0.88813,0.72519,0.81589,0.49585,0.84872,0.67847,0.75449,0.42125,1.03832,1.92383,0.62226,1.03036,6.61799e-05,6.61799e-05,6.61799e-05
99,7261.7,0.76575,1.18068,0.40105,0.9204,0.89096,0.73241,0.81373,0.5022,0.86474,0.68735,0.75797,0.4233,1.03588,1.90238,0.61325,1.03195,4.96766e-05,4.96766e-05,4.96766e-05
100,7334.45,0.75625,1.17196,0.39685,0.92484,0.88632,0.73416,0.81178,0.49877,0.85596,0.70653,0.76074,0.42364,1.03433,1.89669,0.60967,1.03076,3.31733e-05,3.31733e-05,3.31733e-05
